20 0.152447
21 0.134045
22 0.114719
23 0.099075
24 0.0861912
25 0.0735096
26 0.0620543
27 0.0524281
28 0.0442571
29 0.0369739
30 0.0304883
31 0.0251194
32 0.020843
33 0.0169228
34 0.013834
35 0.0113114
36 0.00904517
37 0.0071154
38 0.00560649
39 0.0043487
