0 0.916934
1 0.850554
2 0.801236
3 0.743505
4 0.694926
5 0.645708
6 0.595319
7 0.549219
8 0.497393
9 0.45126
10 0.407341
11 0.364928
12 0.325106
13 0.288298
14 0.254285
15 0.222957
16 0.19437
17 0.166978
18 0.143137
19 0.122352
