0 1.03766
1 1.06213
2 1.00331
3 1.00597
4 0.97124
5 0.947248
6 0.916519
7 0.87637
8 0.855588
9 0.813555
10 0.766244
11 0.724394
12 0.670264
13 0.62865
14 0.578125
15 0.53417
16 0.489137
17 0.44582
18 0.402889
19 0.359311
20 0.324745
